Income,total_spending,since_customer,Age,total_children,Recency,NumStorePurchases,NumWebPurchases,AcceptedAny,cluster,segment_name
30279.0,37,4578.5,37,1,13,3,1,0,0,Segment A
20130.0,34,4578.5,52,0,99,3,1,0,0,Segment A
23295.0,20,4578.5,67,0,72,2,1,0,0,Segment A
42618.0,192,4508.0,54,1,92,4,5,0,0,Segment A
81246.0,1379,4578.5,62,0,87,7,4,1,2,Segment C
24027.0,48,4512.0,50,1,7,3,2,0,0,Segment A
55707.0,428,4578.5,73,1,91,9,3,0,1,Segment B
57959.0,868,4725.0,71,1,71,11,4,0,1,Segment B
56796.0,1001,4578.5,57,1,24,7,8,0,1,Segment B
36230.0,59,4578.5,55,1,17,4,2,0,0,Segment A
70829.0,431,4749.0,46,2,87,8,4,0,1,Segment B
65991.0,971,4936.0,50,1,21,10,9,0,1,Segment B
38988.0,348,4578.5,54,3,90,6,5,0,4,Segment E
89572.0,2059,4578.5,60,0,44,9,7,1,2,Segment C
42207.0,265,4757.0,42,1,71,5,4,1,0,Segment A
50300.0,270,4578.5,74,1,52,8,2,0,4,Segment E
66664.0,1289,4578.5,44,0,78,6,5,0,3,Segment D
60597.0,893,4395.0,62,1,2,8,2,1,2,Segment C
70165.0,926,4578.5,77,0,60,11,3,0,3,Segment D
50520.0,135,4578.5,68,1,25,3,3,0,4,Segment E
80124.0,1495,4578.5,63,0,47,8,3,1,2,Segment C
33183.0,120,4578.5,51,1,46,3,4,0,0,Segment A
66582.0,1288,4334.0,57,0,83,9,2,0,3,Segment D
75261.0,1743,4578.5,71,0,17,5,5,1,2,Segment C
31880.0,15,4578.5,56,1,13,2,1,0,0,Segment A
53790.0,542,4242.0,75,2,86,8,7,0,1,Segment B
49269.0,890,4578.5,55,1,92,12,7,0,1,Segment B
61456.0,1388,4578.5,51,1,47,13,6,0,1,Segment B
37406.0,17,4478.0,46,1,18,2,1,1,0,Segment A
56937.0,906,5028.0,45,1,81,9,8,1,2,Segment C
38415.0,44,4729.0,48,2,91,3,1,0,4,Segment E
20518.0,25,4578.5,38,1,58,2,1,0,0,Segment A
62503.0,973,4578.5,70,1,40,11,8,0,1,Segment B
41644.0,31,4148.0,54,2,67,3,1,0,4,Segment E
55842.0,518,4578.5,49,1,19,8,7,0,1,Segment B
62010.0,530,4578.5,54,1,93,7,6,0,1,Segment B
41124.0,506,4578.5,49,1,41,4,7,0,1,Segment B
38961.0,70,4578.5,53,1,60,2,2,0,0,Segment A
37760.0,54,4449.0,54,1,54,3,2,0,0,Segment A
32233.0,296,4578.5,52,1,26,2,6,1,0,Segment A
43057.0,266,4578.5,51,1,30,5,4,0,0,Segment A
83151.0,747,4843.0,66,0,93,4,5,0,3,Segment D
78825.0,895,4578.5,62,0,35,13,5,1,2,Segment C
65104.0,1053,4578.5,50,1,4,7,3,0,3,Segment D
60093.0,735,4578.5,52,1,92,10,7,0,1,Segment B
14045.0,20,4578.5,57,1,24,3,1,0,0,Segment A
28457.0,205,4578.5,74,0,96,4,4,0,0,Segment A
78952.0,2092,4578.5,68,1,11,12,2,0,3,Segment D
46310.0,309,5055.0,50,1,99,5,6,0,1,Segment B
76005.0,1722,4578.5,71,0,72,13,3,1,2,Segment C
58308.0,900,4426.0,62,1,77,3,2,0,4,Segment E
55614.0,682,4578.5,82,0,85,6,9,1,2,Segment C
59432.0,663,4578.5,64,1,88,11,5,0,1,Segment B
55563.0,43,4272.0,48,1,22,3,2,0,0,Segment A
78642.0,1816,4578.5,55,1,83,4,4,0,3,Segment D
67911.0,976,4578.5,77,1,63,11,6,0,1,Segment B
65275.0,746,4698.0,82,0,9,13,4,0,1,Segment B
27203.0,64,4967.0,76,2,92,2,1,0,4,Segment E
48330.0,32,4578.5,65,1,2,3,1,0,4,Segment E
24279.0,263,4578.5,36,0,6,3,4,0,0,Segment A
64355.0,1445,4578.5,41,1,66,12,4,0,3,Segment D
50943.0,46,4578.5,70,1,49,3,1,0,4,Segment E
53653.0,1210,4934.0,73,0,29,12,10,0,1,Segment B
65665.0,945,4718.0,50,1,77,8,5,0,1,Segment B
81217.0,1157,4578.5,37,0,77,11,3,0,3,Segment D
34935.0,137,4578.5,34,0,71,4,2,0,0,Segment A
61250.0,730,4578.5,67,1,49,12,5,0,1,Segment B
39665.0,216,4578.5,45,1,97,3,4,1,0,Segment A
60152.0,943,4578.5,47,1,6,12,6,0,1,Segment B
48920.0,347,4578.5,62,2,93,5,6,1,4,Segment E
89120.0,1924,4578.5,67,0,78,7,5,1,2,Segment C
44124.0,397,4452.0,80,1,62,5,6,0,1,Segment B
81169.0,2089,4578.5,51,0,47,9,5,0,3,Segment D
36443.0,138,4700.0,65,2,9,3,3,0,4,Segment E
26095.0,42,4578.5,36,1,77,3,1,0,0,Segment A
71367.0,777,4578.5,67,0,24,7,4,0,3,Segment D
80184.0,1902,4393.0,82,0,19,10,6,1,2,Segment C
30630.0,52,4578.5,61,2,67,3,2,0,4,Segment E
73454.0,1651,4393.0,39,0,95,6,2,1,2,Segment C
42691.0,358,4578.5,35,0,48,6,5,0,0,Segment A
70503.0,1727,4578.5,73,0,73,9,2,1,2,Segment C
25545.0,210,4905.0,39,1,35,3,2,1,0,Segment A
32880.0,42,5024.0,40,1,76,3,1,0,0,Segment A
77863.0,1291,4578.5,68,0,20,10,4,0,3,Segment D
50353.0,442,4178.0,49,0,72,6,4,0,3,Segment D
61839.0,1895,4784.0,62,0,20,4,4,0,3,Segment D
49154.0,411,4691.0,66,2,69,8,4,0,4,Segment E
47682.0,521,4578.5,51,1,80,8,4,0,1,Segment B
72679.0,1168,4578.5,57,1,65,5,4,0,3,Segment D
57954.0,493,4578.5,49,2,52,6,8,1,2,Segment C
65316.0,260,4578.5,64,2,65,5,3,0,4,Segment E
28567.0,46,4578.5,44,1,57,3,2,0,0,Segment A
47352.0,319,4453.0,75,1,70,5,6,0,1,Segment B
44931.0,96,4578.5,59,1,0,3,2,0,0,Segment A
76982.0,1062,4578.5,59,0,19,4,8,1,2,Segment C
57247.0,232,4541.0,74,1,50,7,2,0,4,Segment E
22944.0,76,4578.5,45,1,67,3,3,0,0,Segment A
25315.0,54,4569.0,49,1,46,3,3,0,0,Segment A
43638.0,201,4967.0,57,1,37,4,4,0,0,Segment A
42710.0,406,4578.5,42,1,38,3,4,0,0,Segment A
84169.0,1919,4572.0,44,0,9,6,7,1,2,Segment C
54058.0,662,4665.0,50,1,56,8,4,0,1,Segment B
24683.0,41,4181.0,36,1,98,4,2,0,0,Segment A
85620.0,1600,4214.0,62,0,68,4,3,1,2,Segment C
47850.0,134,4690.0,46,1,72,4,3,0,0,Segment A
19514.0,69,4578.5,58,2,47,2,3,1,4,Segment E
27159.0,21,4578.5,53,2,33,3,1,0,4,Segment E
39548.0,54,4578.5,63,2,87,3,1,0,4,Segment E
21474.0,91,4180.0,37,1,0,2,3,1,0,Segment A
60504.0,526,4213.0,55,1,73,8,6,0,1,Segment B
22419.0,162,4578.5,63,0,74,2,3,0,0,Segment A
81698.0,1008,4599.0,77,0,4,13,3,1,2,Segment C
43462.0,240,4783.0,74,2,50,5,4,0,4,Segment E
54880.0,795,4758.0,48,1,57,11,6,0,1,Segment B
79908.0,1772,4637.0,44,0,30,7,5,1,2,Segment C
15315.0,64,4694.0,56,0,27,4,2,0,0,Segment A
87771.0,1957,4578.5,67,1,61,4,5,1,2,Segment C
33039.0,78,4509.0,48,1,4,4,2,0,0,Segment A
81741.0,1572,4578.5,46,0,75,7,6,0,3,Segment D
71499.0,795,4578.5,55,1,12,13,8,0,1,Segment B
62466.0,889,4578.5,56,1,13,12,6,0,1,Segment B
48799.0,331,4630.0,63,1,9,7,3,0,1,Segment B
52157.0,265,4209.0,76,1,48,5,3,0,4,Segment E
66565.0,1065,4994.0,64,1,80,9,4,0,1,Segment B
29298.0,11,4571.0,75,2,60,2,1,0,4,Segment E
47691.0,21,4634.0,47,1,43,2,1,0,0,Segment A
38200.0,17,4933.0,56,2,19,2,1,0,4,Segment E
44989.0,369,4783.0,52,1,26,5,5,0,0,Segment A
38443.0,38,4578.5,58,2,58,3,1,0,4,Segment E
38593.0,177,4578.5,48,1,42,3,4,0,0,Segment A
64413.0,279,4753.0,56,1,27,5,5,0,1,Segment B
36959.0,62,4720.0,45,1,56,3,2,0,0,Segment A
61996.0,1230,4578.5,49,1,27,8,6,1,2,Segment C
51287.0,182,4392.0,58,2,10,3,4,0,4,Segment E
13260.0,49,4578.5,56,2,48,3,3,0,4,Segment E
47472.0,75,4578.5,60,2,39,4,2,0,4,Segment E
54603.0,227,4511.0,70,2,85,4,4,0,4,Segment E
45207.0,215,4842.0,52,2,64,6,3,1,4,Segment E
40689.0,444,4578.5,75,1,69,5,7,0,1,Segment B
47821.0,47,4578.5,59,2,54,3,1,0,4,Segment E
27450.0,143,4578.5,75,0,57,3,2,0,0,Segment A
39453.0,55,4333.0,43,1,64,3,2,0,0,Segment A
26850.0,63,4578.5,55,2,10,4,2,0,4,Segment E
79800.0,1867,4578.5,71,0,65,5,5,1,2,Segment C
61794.0,611,4578.5,65,1,74,10,4,0,1,Segment B
53863.0,473,4578.5,71,1,4,7,7,1,2,Segment C
24221.0,55,4578.5,67,0,94,3,1,0,0,Segment A
39684.0,81,4782.0,42,1,41,2,2,1,0,Segment A
92163.0,2086,4780.0,51,0,25,5,5,1,2,Segment C
69882.0,1478,4477.0,61,0,94,9,3,0,3,Segment D
33178.0,49,4578.5,49,1,9,3,1,0,0,Segment A
59973.0,382,4448.0,54,0,47,7,3,0,3,Segment D
17459.0,69,4578.5,51,1,12,2,3,1,0,Segment A
23910.0,67,4578.5,57,1,80,3,2,0,0,Segment A
42169.0,30,4578.5,57,2,20,3,1,0,4,Segment E
26224.0,63,4665.0,48,1,39,3,2,0,0,Segment A
31089.0,79,4578.5,45,1,57,4,3,0,0,Segment A
30081.0,42,4578.5,65,1,27,3,1,0,0,Segment A
62807.0,819,4578.5,66,1,83,12,5,0,1,Segment B
72906.0,1151,4578.5,71,0,79,9,3,0,3,Segment D
61467.0,594,4871.0,78,2,69,10,5,0,1,Segment B
49618.0,129,4578.5,60,2,77,3,3,0,4,Segment E
21888.0,213,4578.5,40,1,15,2,5,1,0,Segment A
42429.0,67,4090.0,53,1,99,3,1,0,0,Segment A
26150.0,28,4454.0,70,3,61,3,1,0,4,Segment E
30801.0,45,4578.5,51,1,23,3,1,0,0,Segment A
81168.0,1193,4210.0,61,0,84,7,6,1,2,Segment C
26877.0,268,4578.5,57,0,74,6,3,0,0,Segment A
45006.0,266,4578.5,82,0,90,7,3,0,1,Segment B
18978.0,37,4810.0,53,1,41,3,1,0,0,Segment A
22574.0,37,4578.5,59,3,28,3,2,0,4,Segment E
48240.0,882,4872.0,57,0,73,13,6,1,2,Segment C
45837.0,373,4578.5,52,2,88,5,6,0,4,Segment E
35791.0,35,4605.0,61,3,94,3,1,0,4,Segment E
162397.0,107,4696.0,50,2,31,1,0,0,4,Segment E
54162.0,42,4578.5,48,2,31,3,1,0,4,Segment E
30522.0,326,4578.5,66,1,6,9,1,0,4,Segment E
54456.0,404,4450.0,65,1,23,7,6,0,1,Segment B
31632.0,95,4578.5,55,0,92,2,2,0,0,Segment A
72298.0,939,4120.0,77,0,52,6,4,1,2,Segment C
36975.0,33,4578.5,48,1,50,3,1,0,0,Segment A
72635.0,981,4696.0,71,0,54,6,6,1,2,Segment C
13624.0,36,4578.5,50,1,93,3,2,0,0,Segment A
84196.0,1237,4696.0,51,1,56,7,8,0,1,Segment B
70971.0,1825,4578.5,66,1,28,5,11,1,2,Segment C
34487.0,103,4966.0,49,2,94,3,3,0,4,Segment E
28769.0,191,4578.5,49,1,76,4,4,0,0,Segment A
69084.0,1586,4578.5,56,1,43,13,7,0,1,Segment B
65488.0,963,4578.5,68,0,46,6,3,0,3,Segment D
62466.0,889,4578.5,56,1,13,12,6,0,1,Segment B
32218.0,93,4578.5,66,0,27,3,2,1,0,Segment A
83917.0,1587,4578.5,53,0,12,7,6,1,2,Segment C
46102.0,16,4120.0,64,3,3,2,1,0,4,Segment E
84574.0,1375,4665.0,74,0,72,11,9,0,1,Segment B
56181.0,393,4548.0,64,1,6,7,4,0,1,Segment B
63120.0,1477,4578.5,76,1,53,9,8,1,2,Segment C
73691.0,1179,4599.0,55,1,58,8,6,1,2,Segment C
63381.0,1005,4996.0,66,1,78,13,4,0,1,Segment B
76140.0,1348,4578.5,78,0,57,6,5,0,3,Segment D
62859.0,1307,4578.5,67,1,37,6,9,0,1,Segment B
45906.0,486,4575.0,62,1,20,4,5,1,2,Segment C
77632.0,2252,4485.0,79,0,73,6,4,1,2,Segment C
46463.0,235,4578.5,55,2,56,6,3,0,4,Segment E
105471.0,1724,4578.5,56,0,36,13,9,1,2,Segment C
55282.0,235,4578.5,56,1,9,6,3,0,0,Segment A
78710.0,1092,4578.5,49,1,42,12,7,0,1,Segment B
66886.0,599,4578.5,68,1,28,7,7,0,1,Segment B
98777.0,2008,4578.5,66,0,23,9,4,1,2,Segment C
29103.0,48,4578.5,41,1,38,3,1,0,0,Segment A
67445.0,1174,4784.0,52,1,63,12,9,0,1,Segment B
50616.0,67,4578.5,76,1,71,4,1,0,4,Segment E
49431.0,365,5059.0,71,1,9,5,7,0,1,Segment B
153924.0,6,4213.0,51,0,81,0,0,0,3,Segment D
61278.0,165,4305.0,73,1,87,4,3,0,4,Segment E
26490.0,210,4578.5,68,0,92,5,3,0,0,Segment A
73059.0,1095,4578.5,79,1,36,13,9,0,1,Segment B
46734.0,223,4578.5,60,3,86,3,3,1,4,Segment E
56253.0,597,4933.0,63,1,83,9,7,0,1,Segment B
19986.0,22,4578.5,41,1,74,3,0,0,0,Segment A
58330.0,1064,4578.5,51,1,87,13,6,0,1,Segment B
25965.0,74,4936.0,46,0,29,3,2,0,0,Segment A
14661.0,26,4760.0,70,0,88,3,1,0,0,Segment A
18690.0,60,4578.5,67,0,77,2,1,0,0,Segment A
45068.0,20,4578.5,52,1,25,2,1,0,0,Segment A
21063.0,59,4578.5,39,1,34,3,2,0,0,Segment A
29187.0,34,4513.0,58,1,43,3,1,0,0,Segment A
54690.0,198,4569.0,55,2,76,5,3,0,4,Segment E
59304.0,1048,4578.5,62,1,81,10,7,0,1,Segment B
59247.0,574,4538.0,64,2,87,9,5,0,1,Segment B
66731.0,1029,4783.0,56,1,33,6,4,0,1,Segment B
77353.0,670,4578.5,46,1,38,8,6,0,1,Segment B
52614.0,990,5115.0,51,1,63,8,2,0,1,Segment B
26751.0,11,4578.5,52,2,26,2,1,0,4,Segment E
81300.0,1241,4578.5,63,1,17,5,10,1,2,Segment C
70337.0,576,4364.0,47,0,75,12,2,0,3,Segment D
36145.0,172,4578.5,41,1,13,3,4,1,0,Segment A
65295.0,664,4578.5,46,0,19,13,3,0,3,Segment D
68118.0,928,4578.5,63,1,51,4,8,0,1,Segment B
68743.0,2074,4578.5,59,0,81,13,11,0,3,Segment D
41039.0,467,4578.5,44,0,32,5,8,0,1,Segment B
38946.0,257,4578.5,71,1,84,6,3,0,4,Segment E
65777.0,1146,4578.5,59,0,87,6,2,0,3,Segment D
66476.0,689,4577.0,50,1,99,11,5,0,1,Segment B
86857.0,2114,4783.0,54,0,96,10,5,1,2,Segment C
160803.0,1717,5028.0,44,0,21,1,0,0,3,Segment D
77845.0,1346,4578.5,37,0,40,12,3,1,2,Segment C
69476.0,1044,4578.5,57,0,3,4,4,0,3,Segment D
50611.0,493,5026.0,66,1,98,7,4,1,2,Segment C
61209.0,957,4578.5,56,0,73,4,5,0,3,Segment D
42315.0,270,4420.0,68,1,90,4,1,0,4,Segment E
13084.0,29,4719.0,74,0,29,3,1,0,0,Segment A
47570.0,121,4578.5,77,2,3,2,2,1,4,Segment E
61923.0,126,4578.5,65,2,94,4,2,0,4,Segment E
34824.0,23,4578.5,31,0,65,2,1,0,0,Segment A
26518.0,57,4545.0,77,2,33,3,2,1,4,Segment E
45938.0,636,4691.0,65,0,46,6,8,0,1,Segment B
78468.0,1004,4149.0,66,0,29,10,10,1,2,Segment C
78901.0,734,4578.5,53,1,99,5,9,0,1,Segment B
71427.0,614,4059.0,48,2,26,8,8,0,1,Segment B
71022.0,1453,4090.0,48,1,30,11,5,1,2,Segment C
90247.0,1621,4578.5,38,0,27,7,3,1,2,Segment C
41335.0,187,4578.5,58,1,24,4,4,0,0,Segment A
71952.0,1443,4487.0,40,1,93,8,8,1,2,Segment C
35682.0,57,4578.5,56,1,34,3,1,0,0,Segment A
43185.0,637,4484.0,75,1,88,6,9,0,1,Segment B
66375.0,948,4578.5,78,1,96,5,2,1,2,Segment C
35178.0,59,4487.0,55,1,10,2,1,1,0,Segment A
25252.0,18,4420.0,40,1,26,2,1,0,0,Segment A
55250.0,903,4578.5,61,1,49,10,7,0,1,Segment B
33249.0,112,4578.5,51,1,11,3,2,0,0,Segment A
58398.0,596,4578.5,73,0,44,8,5,0,1,Segment B
50272.0,233,4572.0,44,1,75,5,4,0,0,Segment A
76618.0,1511,4933.0,51,0,64,5,3,0,3,Segment D
87305.0,1152,4578.5,66,0,19,8,5,1,2,Segment C
25851.0,48,4455.0,48,1,45,3,2,0,0,Segment A
58710.0,1185,4578.5,56,1,77,9,11,0,1,Segment B
45160.0,21,4578.5,68,2,9,2,1,0,4,Segment E
74806.0,965,4578.5,61,1,1,5,5,0,1,Segment B
59111.0,869,4725.0,72,0,90,8,11,0,1,Segment B
18988.0,16,4578.5,42,1,43,3,1,0,0,Segment A
72190.0,1947,4578.5,61,0,79,4,5,0,3,Segment D
7500.0,71,5119.0,50,1,19,2,4,1,0,Segment A
44794.0,65,4178.0,60,1,99,3,2,0,4,Segment E
80395.0,1380,4578.5,71,0,62,12,6,1,2,Segment C
75012.0,1027,4578.5,50,0,41,11,3,0,3,Segment D
56962.0,411,4447.0,61,3,60,5,6,0,4,Segment E
89891.0,836,4578.5,35,0,17,8,11,1,2,Segment C
35946.0,11,4578.5,77,2,24,3,0,0,4,Segment E
53593.0,480,4937.0,73,2,60,6,7,0,1,Segment B
66373.0,606,4421.0,48,2,57,10,4,0,1,Segment B
45072.0,284,4578.5,78,3,74,4,6,0,4,Segment E
89694.0,1472,4508.0,53,2,22,4,4,1,2,Segment C
72025.0,1677,4578.5,77,0,46,13,4,1,2,Segment C
67432.0,1335,4578.5,53,1,69,4,8,0,1,Segment B
70545.0,334,4331.0,74,1,29,7,4,0,1,Segment B
17487.0,18,4578.5,37,1,37,2,1,0,0,Segment A
62882.0,1338,4875.0,57,1,26,6,7,0,1,Segment B
64108.0,1099,4578.5,73,1,8,11,6,0,1,Segment B
34941.0,97,4607.0,70,2,26,3,3,0,4,Segment E
48767.0,63,4395.0,76,3,79,3,2,0,4,Segment E
38702.0,109,4753.0,48,1,71,4,3,0,0,Segment A
82224.0,902,4578.5,62,0,83,5,6,1,2,Segment C
83844.0,1574,4422.0,74,0,57,11,4,1,2,Segment C
17003.0,38,4506.0,51,1,37,4,2,0,0,Segment A
71163.0,960,4150.0,31,0,30,12,3,0,3,Segment D
33697.0,28,4578.5,56,1,34,2,1,1,0,Segment A
63564.0,1215,4578.5,72,0,0,7,10,1,2,Segment C
83443.0,1497,4578.5,54,0,89,5,6,0,3,Segment D
51518.0,449,4692.0,68,1,92,10,3,0,1,Segment B
58330.0,1064,4578.5,51,1,87,13,6,0,1,Segment B
80952.0,1757,4578.5,57,0,20,11,8,1,2,Segment C
75507.0,1440,4360.0,47,0,56,6,8,0,3,Segment D
63855.0,1006,4516.0,48,0,28,13,7,0,3,Segment D
62220.0,1226,4814.0,54,1,55,5,7,1,2,Segment C
58512.0,1171,4578.5,62,1,25,8,3,0,1,Segment B
40662.0,92,4578.5,47,1,0,3,2,0,0,Segment A
38829.0,99,4241.0,67,1,86,2,3,0,4,Segment E
35523.0,66,4692.0,45,1,8,3,3,0,0,Segment A
79146.0,564,4578.5,59,2,33,8,8,0,1,Segment B
78285.0,1427,4578.5,38,0,13,10,6,0,3,Segment D
31626.0,86,4483.0,48,1,12,2,2,1,0,Segment A
75127.0,833,4578.5,74,0,92,5,2,0,3,Segment D
48726.0,242,4578.5,71,1,90,4,3,0,4,Segment E
74985.0,1869,4813.0,49,0,8,7,3,0,3,Segment D
67430.0,1364,4997.0,39,0,6,12,11,0,1,Segment B
46891.0,183,4752.0,61,1,91,4,2,0,0,Segment A
62058.0,450,4578.5,70,1,52,7,6,0,1,Segment B
72063.0,758,4695.0,47,1,3,12,5,0,1,Segment B
78939.0,1507,4415.0,75,0,57,6,8,0,3,Segment D
42720.0,654,4578.5,61,2,9,7,7,1,2,Segment C
33622.0,81,4578.5,54,2,22,4,2,0,4,Segment E
6835.0,137,4902.0,69,1,76,1,0,0,0,Segment A
41452.0,16,4607.0,73,2,86,2,1,0,4,Segment E
40760.0,93,4578.5,61,1,64,3,2,0,0,Segment A
74250.0,1158,4578.5,68,0,90,4,2,0,3,Segment D
51124.0,43,4578.5,71,2,79,3,1,0,4,Segment E
72258.0,1525,4418.0,55,1,28,5,6,0,3,Segment D
71466.0,1230,4272.0,52,0,86,10,4,0,3,Segment D
36283.0,29,4578.5,50,2,42,3,1,0,4,Segment E
20587.0,25,4087.0,56,1,39,2,1,0,0,Segment A
30467.0,24,4578.5,54,1,8,2,1,0,0,Segment A
31590.0,38,4578.5,54,1,40,3,1,0,0,Segment A
20425.0,57,4578.5,40,1,5,3,2,0,0,Segment A
17144.0,47,4578.5,66,2,96,4,3,0,4,Segment E
42564.0,813,4729.0,58,1,28,4,6,1,2,Segment C
43783.0,629,4578.5,48,1,22,8,7,1,2,Segment C
40780.0,377,4905.0,50,1,30,5,7,0,1,Segment B
62847.0,1612,4578.5,81,0,45,4,3,0,3,Segment D
82017.0,729,4934.0,69,0,58,7,5,1,2,Segment C
16813.0,50,4578.5,76,0,49,3,2,1,0,Segment A
51267.0,270,4578.5,48,2,37,5,3,0,4,Segment E
46524.0,177,4637.0,65,1,70,5,1,0,4,Segment E
45183.0,315,4578.5,64,0,33,7,4,1,2,Segment C
70421.0,767,4578.5,72,1,98,7,10,0,1,Segment B
60161.0,1071,4578.5,61,1,17,8,11,0,1,Segment B
73926.0,1580,4727.0,53,0,54,12,6,0,3,Segment D
19329.0,60,4578.5,58,1,39,3,4,0,0,Segment A
61872.0,573,4578.5,56,1,81,9,4,0,1,Segment B
46984.0,41,4578.5,70,2,71,3,1,0,4,Segment E
34838.0,170,4578.5,75,2,62,4,2,0,4,Segment E
82716.0,1167,4630.0,82,0,8,13,6,0,3,Segment D
48192.0,1526,4606.0,68,0,76,12,2,1,2,Segment C
49681.0,458,4660.0,50,2,66,7,7,0,1,Segment B
56850.0,63,4578.5,55,1,83,3,1,0,0,Segment A
55267.0,405,4578.5,69,1,28,6,3,0,4,Segment E
59666.0,1027,4578.5,54,2,87,8,3,1,2,Segment C
72504.0,1478,4606.0,54,1,43,6,5,0,3,Segment D
26872.0,72,4578.5,45,0,0,2,1,0,0,Segment A
21359.0,48,4578.5,54,1,1,3,2,1,0,Segment A
73170.0,726,4578.5,51,0,1,6,5,0,3,Segment D
52750.0,860,4669.0,71,1,72,9,5,0,1,Segment B
91820.0,1497,4578.5,40,0,72,12,5,0,3,Segment D
65968.0,495,4057.0,56,1,12,7,5,0,1,Segment B
30772.0,20,4059.0,50,2,89,2,1,0,4,Segment E
22507.0,570,4578.5,72,0,67,4,10,0,1,Segment B
65685.0,769,4578.5,54,1,54,9,9,0,1,Segment B
25804.0,55,4752.0,48,1,34,3,2,0,0,Segment A
76412.0,1808,4636.0,46,0,15,8,5,1,2,Segment C
22063.0,55,4541.0,54,1,43,3,2,0,0,Segment A
57091.0,577,4578.5,65,0,0,7,7,1,2,Segment C
22419.0,162,4578.5,63,0,74,2,3,0,0,Segment A
87771.0,1957,4578.5,67,1,61,4,5,1,2,Segment C
78353.0,1576,4578.5,67,1,51,11,10,0,1,Segment B
93404.0,1616,4575.0,72,3,97,7,3,1,2,Segment C
37859.0,36,4426.0,64,3,75,3,1,0,4,Segment E
80995.0,1482,4452.0,68,1,83,4,8,0,1,Segment B
16529.0,22,4393.0,42,1,23,3,1,0,0,Segment A
55412.0,63,4578.5,50,2,65,3,2,0,4,Segment E
48789.0,680,4844.0,34,0,94,7,6,0,3,Segment D
56575.0,542,4636.0,59,2,42,7,7,0,1,Segment B
25130.0,50,4720.0,46,1,10,3,2,0,0,Segment A
35441.0,39,4578.5,59,2,94,3,1,0,4,Segment E
71391.0,1043,4578.5,70,1,50,12,6,0,1,Segment B
49494.0,385,4578.5,54,1,46,5,6,0,1,Segment B
81702.0,1633,4578.5,46,0,98,12,7,0,3,Segment D
45889.0,46,4723.0,46,1,42,3,1,0,0,Segment A
56628.0,761,4578.5,49,1,30,5,7,1,2,Segment C
34026.0,76,4633.0,76,2,11,3,2,0,4,Segment E
40049.0,290,4578.5,52,1,61,6,3,0,0,Segment A
34176.0,89,4057.0,38,1,12,4,3,0,0,Segment A
19419.0,70,4842.0,45,1,76,3,4,0,0,Segment A
82504.0,1066,4578.5,66,0,2,7,3,0,3,Segment D
81205.0,2009,4578.5,56,0,43,7,5,1,2,Segment C
61618.0,1345,4578.5,35,0,27,8,3,0,3,Segment D
55284.0,764,4578.5,70,1,60,8,7,0,1,Segment B
49980.0,195,4578.5,63,1,79,5,3,0,4,Segment E
15072.0,53,4483.0,46,2,96,3,3,0,4,Segment E
49166.0,368,4578.5,52,1,17,3,5,0,0,Segment A
65324.0,544,4091.0,72,1,0,9,6,0,1,Segment B
82347.0,1853,4964.0,69,0,38,10,7,1,2,Segment C
30843.0,35,4578.5,60,2,43,2,1,1,4,Segment E
46374.0,446,4578.5,52,1,1,7,7,1,2,Segment C
60474.0,1180,4757.0,47,1,25,12,10,0,1,Segment B
38576.0,41,4303.0,53,1,2,3,1,0,0,Segment A
55357.0,727,4578.5,41,2,66,11,6,0,1,Segment B
37758.0,40,5026.0,60,2,49,3,1,0,4,Segment E
85710.0,1062,4636.0,37,0,5,10,6,1,2,Segment C
23228.0,40,4578.5,57,1,71,3,2,0,0,Segment A
44602.0,292,4578.5,57,2,35,4,6,0,4,Segment E
7500.0,15,4517.0,39,0,94,3,0,0,0,Segment A
38683.0,341,5026.0,37,1,80,6,4,0,0,Segment A
49514.0,369,4578.5,51,1,61,4,6,0,0,Segment A
57906.0,401,4451.0,53,1,29,8,4,0,1,Segment B
43456.0,393,4578.5,60,1,0,8,5,0,1,Segment B
19485.0,10,4578.5,40,2,80,2,1,0,0,Segment A
53172.0,486,4605.0,48,1,54,8,2,0,0,Segment A
30545.0,69,4578.5,47,1,71,3,2,0,0,Segment A
70123.0,1727,4578.5,43,0,27,4,5,1,2,Segment C
62450.0,995,4244.0,67,1,61,4,5,1,2,Segment C
21675.0,45,4086.0,50,1,55,3,4,0,0,Segment A
42395.0,182,4302.0,45,2,35,4,3,0,4,Segment E
61346.0,989,4600.0,48,1,34,10,5,0,1,Segment B
80812.0,1677,4578.5,73,0,95,5,4,1,2,Segment C
42835.0,595,4578.5,55,2,64,4,6,0,4,Segment E
39922.0,156,4578.5,43,1,30,4,3,0,0,Segment A
86424.0,1226,4272.0,70,0,12,12,6,0,3,Segment D
17117.0,128,4578.5,48,1,96,3,3,0,0,Segment A
24762.0,86,4121.0,54,1,16,2,3,1,0,Segment A
35797.0,68,4578.5,51,1,16,3,2,0,0,Segment A
36627.0,16,4578.5,51,2,78,3,0,0,4,Segment E
51111.0,55,4578.5,45,2,83,3,2,0,4,Segment E
86857.0,2114,4783.0,54,0,96,10,5,1,2,Segment C
82072.0,2018,4723.0,56,0,67,13,3,0,3,Segment D
46231.0,263,4578.5,73,3,87,4,6,0,4,Segment E
42243.0,55,4445.0,67,2,34,3,2,0,4,Segment E
